docking_cost_a,docking_cost_b,roundtrip_start,roundtrip_return,passengers,itin_fare,itin_fare_avg,avg_occupancy_rate,occupancy_avg,roundtrip_count,ticket_revenue,baggage_revenue,total_revenue,distance,fomc&dio,roundtrip_start_airport_type,roundtrip_return_airport_type,docking_cost_total,delay_dep,early_arr,maintance,profit
10000,10000,ATL,SDF,273,77305,283.1684982,0.64871988,129.7439759,664,24394966.12,3015250,27410216.12,321,2946.78,large_airport,large_airport,13280000,577800,161025,14021771.78,13388444.34
10000,10000,DTW,IAD,227,67420,297.0044053,0.649203762,129.8407523,633,24410553.35,2876621.868,27287175.22,383,3515.94,large_airport,large_airport,12660000,1196325,206400,14066240.94,13220934.28
10000,10000,CLT,MSY,332,97215,292.8162651,0.650622138,130.1244277,602,22937734.44,2741721.692,25679456.14,651,5976.18,large_airport,large_airport,12040000,456600,101625,12604201.18,13075254.96
10000,10000,EWR,ORD,1703,386085,226.7087493,0.648082166,129.6164332,1153,33881111.9,5230671.16,39111783.06,719,6600.42,large_airport,large_airport,23060000,2788950,255450,26111000.42,13000782.64
10000,10000,HNL,SEA,1171,380026,324.5311699,0.646537736,129.3075472,530,22241094.67,2398655,24639749.67,2677,24574.86,large_airport,large_airport,10600000,683550,337350,11645474.86,12994274.81
10000,10000,BDL,CLT,356,111074,312.005618,0.648327256,129.6654513,544,22008254,2468830.193,24477084.19,644,5911.92,large_airport,large_airport,10880000,508950,170400,11565261.92,12911822.27
5000,10000,OGG,SEA,834,312985,375.2817746,0.651495845,130.299169,361,17652504.11,1646330,19298834.11,2640,24235.2,medium_airport,large_airport,5415000,650925,299025,6389185.2,12909648.91
10000,10000,CLE,JFK,147,46307,315.0136054,0.653664979,130.7329958,546,22485739.11,2498307.55,24984046.66,425,3901.5,large_airport,large_airport,10920000,938400,286800,12149101.5,12834945.16
10000,10000,IAH,JAX,163,78279,480.2392638,0.644853336,128.9706672,291,18023602.48,1313566.246,19337168.73,817,7500.06,large_airport,large_airport,5820000,685050,52950,6565500.06,12771668.67
10000,5000,ATL,FNT,108,52543,486.5092593,0.638151154,127.6302309,252,15647508.85,1125698.636,16773207.49,645,5921.1,large_airport,medium_airport,3780000,107175,144675,4037771.1,12735436.39
10000,5000,ATL,CHO,110,37319,339.2636364,0.648995329,129.7990657,405,17834621.73,1839901.757,19674523.49,457,4195.26,large_airport,medium_airport,6075000,692625,189975,6961795.26,12712728.23
10000,10000,BOS,LAX,2174,487989,224.4659614,0.647329655,129.465931,1156,33594163.02,5238191.566,38832354.59,2611,23968.98,large_airport,large_airport,23120000,2027400,956400,26127768.98,12704585.61
10000,10000,IAH,MEM,239,83991,351.4267782,0.648514456,129.7028912,440,20055670.43,1997424.524,22053094.96,468,4296.24,large_airport,large_airport,8800000,535800,100050,9440146.24,12612948.72
10000,5000,ATL,GRR,308,101659,330.0616883,0.63964891,127.9297821,413,17438809.3,1849225,19288034.3,640,5875.2,large_airport,medium_airport,6195000,383400,128625,6712900.2,12575134.1
10000,10000,DFW,SFO,1161,272524,234.7321275,0.646423082,129.2846163,1000,30347253.03,4524961.571,34872214.61,1464,13439.52,large_airport,large_airport,20000000,2036850,256575,22306864.52,12565350.09
10000,10000,CMH,PHL,272,96741,355.6654412,0.642256521,128.4513043,433,19781903.68,1946679.516,21728583.2,406,3727.08,large_airport,large_airport,8660000,333900,170925,9168552.08,12560031.12
10000,10000,ATL,IAD,643,148934,231.6236392,0.648560469,129.7120938,929,27911235.73,4217588.731,32128824.46,534,4902.12,large_airport,large_airport,18580000,778950,216675,19580527.12,12548297.34
10000,10000,EWR,STL,345,108678,315.0086957,0.652004232,130.4008463,559,22962266.88,2551292.558,25513559.44,872,8004.96,large_airport,large_airport,11180000,1641900,156375,12986279.96,12527279.48
10000,10000,DTW,JFK,123,51860,421.6260163,0.648901376,129.7802753,334,18276059.31,1517131.418,19793190.73,509,4672.62,large_airport,large_airport,6680000,433650,203400,7321722.62,12471468.11
10000,10000,CLE,PHL,210,75802,360.9619048,0.652262242,130.4524484,411,19353317.72,1876558.471,21229876.19,363,3332.34,large_airport,large_airport,8220000,353700,182175,8759207.34,12470668.85
10000,10000,MIA,SFO,956,347196,363.1757322,0.644890973,128.9781945,421,19720376.85,1900493.697,21620870.55,2585,23730.3,large_airport,large_airport,8420000,634950,126900,9205580.3,12415290.25
10000,10000,DFW,TYS,184,76147,413.8423913,0.652352071,130.4704142,338,18250035.61,1543465,19793500.61,771,7077.78,large_airport,large_airport,6760000,565650,70275,7403002.78,12390497.83
10000,10000,CLT,IAD,236,54085,229.1737288,0.649260175,129.852035,936,27854119.86,4253952.668,32108072.53,322,2955.96,large_airport,large_airport,18720000,867000,141450,19731405.96,12376666.57
10000,10000,IAH,STL,232,82352,354.9655172,0.652154844,130.4309687,435,20139845.88,1985811.499,22125657.38,667,6123.06,large_airport,large_airport,8700000,993675,87150,9786948.06,12338709.32
10000,10000,ATL,MEM,447,106564,238.3982103,0.646622487,129.3244975,840,25897812.15,3802140.226,29699952.37,332,3047.76,large_airport,large_airport,16800000,488175,116700,17407922.76,12292029.61
10000,10000,LGA,MCI,522,169832,325.348659,0.649830827,129.9661655,505,21353580.41,2297151.974,23650732.39,1107,10162.26,large_airport,large_airport,10100000,999750,263850,11373762.26,12276970.13
10000,10000,MSP,PIT,237,104409,440.5443038,0.661840391,132.3680782,307,17902398.87,1422295,19324693.87,726,6664.68,large_airport,large_airport,6140000,666525,254550,7067739.68,12256954.19
10000,10000,ABQ,IAH,115,43109,374.8608696,0.655186857,131.0373715,384,18862380.68,1761142.273,20623522.95,744,6829.92,large_airport,large_airport,7680000,606075,77475,8370379.92,12253143.03
10000,5000,DEN,MAF,130,63703,490.0230769,0.638977028,127.7954056,249,15593051.77,1113736.96,16706788.73,563,5168.34,large_airport,medium_airport,3735000,683025,69075,4492268.34,12214520.39
5000,10000,LIH,SFO,106,76130,718.2075472,0.653187548,130.6375095,153,14355201.33,699563.8636,15054765.19,2447,22463.46,medium_airport,large_airport,2295000,441150,85200,2843813.46,12210951.73
10000,10000,DCA,JFK,224,59040,263.5714286,0.647884533,129.5769067,724,24726605.77,3283478.815,28010084.59,213,1955.34,large_airport,large_airport,14480000,962250,358875,15803080.34,12207004.25
10000,10000,DTW,SLC,425,158359,372.6094118,0.658620018,131.7240035,375,18405601.3,1728877.546,20134478.85,1481,13595.58,large_airport,large_airport,7500000,281850,182625,7978070.58,12156408.27
10000,10000,IAH,ICT,134,55115,411.3059701,0.645311573,129.0623145,337,17889341.87,1522290,19411631.87,542,4975.56,large_airport,large_airport,6740000,442125,68325,7255425.56,12156206.31
10000,10000,ATL,MSP,1482,304534,205.488529,0.64958793,129.9175859,1203,32115978.07,5470179.954,37586158.02,907,8326.26,large_airport,large_airport,24060000,955575,417000,25440901.26,12145256.76
10000,10000,EWR,SAN,819,296989,362.6239316,0.646766446,129.3532892,413,19372425.1,1869801.795,21242226.89,2425,22261.5,large_airport,large_airport,8260000,573900,242850,9099011.5,12143215.39
10000,10000,DTW,ORD,858,171511,199.8962704,0.651941087,130.3882174,1612,42015358.79,7356503.224,49371862.02,235,2157.3,large_airport,large_airport,32240000,4503600,513975,37259732.3,12112129.72
10000,10000,EWR,IAH,1714,417575,243.626021,0.64635257,129.270514,856,26958573.77,3872944.598,30831518.37,1400,12852,large_airport,large_airport,17120000,1344300,264975,18742127,12089391.37
10000,10000,IAH,LAX,1625,332608,204.6818462,0.645958179,129.1916357,1201,31758262.19,5430570.407,37188832.59,1379,12659.22,large_airport,large_airport,24020000,909450,279900,25222009.22,11966823.37
10000,10000,IND,MSP,384,142297,370.5651042,0.642184977,128.4369954,406,19323273.05,1825089.705,21148362.75,503,4617.54,large_airport,large_airport,8120000,935100,139275,9198992.54,11949370.21
10000,10000,MHT,PHL,123,42500,345.5284553,0.65430227,130.8604541,418,18900292.41,1914488.443,20814780.86,289,2653.02,large_airport,large_airport,8360000,352125,155025,8869803.02,11944977.84
10000,10000,EWR,RIC,123,47490,386.097561,0.655395778,131.0791557,379,19180940.73,1738765,20919705.73,277,2542.86,large_airport,large_airport,7580000,1263825,135375,8981742.86,11937962.87
5000,10000,KOA,SEA,462,208297,450.8593074,0.646852242,129.3704485,259,15106918.53,1172743.115,16279661.65,2688,24675.84,medium_airport,large_airport,3885000,234000,198300,4341975.84,11937685.81
5000,10000,ELP,ORD,101,43600,431.6831683,0.639902369,127.9804738,284,15690152.66,1272125.909,16962278.56,1236,11346.48,medium_airport,large_airport,4260000,668325,88500,5028171.48,11934107.08
10000,10000,IAH,TUS,116,45044,388.3103448,0.645570822,129.1141644,360,18049091.65,1626838.471,19675930.12,936,8592.48,large_airport,large_airport,7200000,517725,45300,7771617.48,11904312.64
5000,10000,HPN,ORD,123,41727,339.2439024,0.651676723,130.3353447,386,17067171.79,1760830.506,18828002.29,738,6774.84,medium_airport,large_airport,5790000,1090200,153300,7040274.84,11787727.45
10000,10000,ATL,PDX,433,208913,482.47806,0.644111969,128.8223938,259,16097880.47,1167775,17265655.47,2172,19938.96,large_airport,large_airport,5180000,129900,156000,5485838.96,11779816.51
10000,10000,ORD,SNA,742,235886,317.9056604,0.652815703,130.5631406,488,20255299.58,2230018.442,22485318.03,1726,15844.68,large_airport,large_airport,9760000,751200,184425,10711469.68,11773848.35
10000,5000,IAH,PSP,111,48837,439.972973,0.656328566,131.2657132,263,15189135.28,1208300.89,16397436.17,1269,11649.42,large_airport,medium_airport,3945000,576900,105525,4639074.42,11758361.75
10000,5000,ATL,MDT,134,60094,448.4626866,0.647609562,129.5219124,251,14579521.94,1137850,15717371.94,620,5691.6,large_airport,medium_airport,3765000,117000,92625,3980316.6,11737055.34
10000,10000,MSP,PHL,580,176443,304.212069,0.650317548,130.0635096,540,21366120.26,2458200.332,23824320.59,980,8996.4,large_airport,large_airport,10800000,759450,526650,12095096.4,11729224.19
10000,10000,BHM,ORD,138,50816,368.2318841,0.648161895,129.6323791,396,18902970.97,1796704.774,20699675.74,583.1284635,5353.119295,large_airport,large_airport,7920000,986775,69600,8981728.119,11717947.63
10000,10000,CMH,MSP,237,107989,455.649789,0.661435968,132.2871937,275,16576073.77,1273264.239,17849338.01,626,5746.68,large_airport,large_airport,5500000,424500,207225,6137471.68,11711866.33
10000,10000,ATL,DSM,129,61581,477.372093,0.662901961,132.5803922,255,16138995.72,1183280,17322275.72,743,6820.74,large_airport,large_airport,5100000,447525,69075,5623420.74,11698854.98
10000,10000,CLT,SEA,229,114499,499.9956332,0.646215391,129.2430782,247,15961380.76,1117306.411,17078687.17,2279,20921.22,large_airport,large_airport,4940000,306750,117150,5384821.22,11693865.95
10000,10000,BOI,SFO,118,41692,353.3220339,0.654986219,130.9972438,423,19578221.93,1939414.194,21517636.12,522,4791.96,large_airport,large_airport,8460000,1211250,169500,9845541.96,11672094.16
10000,10000,ATL,SJC,419,205097,489.4916468,0.650020243,130.0040486,247,15718066.27,1123885,16841951.27,2116,19424.88,large_airport,large_airport,4940000,130275,143700,5233399.88,11608551.39
10000,5000,DFW,PNS,140,46655,333.25,0.656799451,131.3598901,364,15934348.75,1673525,17607873.75,604,5544.72,large_airport,medium_airport,5460000,532125,29850,6027519.72,11580354.03
10000,10000,MSP,STL,515,146744,284.9398058,0.639144906,127.8289812,617,22473339.66,2760466.85,25233806.51,448,4112.64,large_airport,large_airport,12340000,1107000,229425,13680537.64,11553268.87
10000,10000,IAH,SAT,128,32222,251.734375,0.646507824,129.3015647,703,22882402.95,3181465,26063867.95,191,1753.38,large_airport,large_airport,14060000,434850,92775,14589378.38,11474489.57
10000,10000,DFW,DTW,1236,287023,232.2192557,0.655798996,131.1597991,901,27442505.67,4136124.266,31578629.93,986,9051.48,large_airport,large_airport,18020000,1819875,349500,20198426.48,11380203.45
10000,10000,DFW,SDF,204,69628,341.3137255,0.663434488,132.6868976,416,18839749.49,1931921.229,20771670.72,733,6728.94,large_airport,large_airport,8320000,1026750,43650,9397128.94,11374541.78
10000,10000,RNO,SLC,196,65807,335.75,0.649945922,129.9891843,426,18592288.04,1938138.738,20530426.78,422,3873.96,large_airport,large_airport,8520000,604425,72675,9200973.96,11329452.82
10000,10000,ATL,SNA,421,197678,469.543943,0.651992188,130.3984375,256,15674315.9,1168370,16842685.9,1919,17616.42,large_airport,large_airport,5120000,237675,140775,5516066.42,11326619.48
10000,10000,DTW,SEA,467,155684,333.3704497,0.649363426,129.8726852,432,18703749.08,1963675,20667424.08,1927,17689.86,large_airport,large_airport,8640000,441000,287550,9386239.86,11281184.22
10000,10000,DTW,SFO,791,283441,358.3324905,0.656957071,131.3914141,396,18644397.81,1821085,20465482.81,2079,19085.22,large_airport,large_airport,7920000,1014525,237600,9191210.22,11274272.59
10000,10000,IAD,ORD,243,86060,354.1563786,0.652785801,130.5571602,395,18263872.17,1804952.74,20068824.91,588,5397.84,large_airport,large_airport,7900000,844125,47025,8796547.84,11272277.07
10000,10000,IAH,SEA,603,189715,314.6185738,0.652357377,130.4714754,465,19087668.52,2123423.262,21211091.78,1874,17203.32,large_airport,large_airport,9300000,450450,206325,9973978.32,11237113.46
10000,10000,DAY,DFW,126,49534,393.1269841,0.656509745,131.301949,315,16259776.85,1447603.987,17707380.84,861,7903.98,large_airport,large_airport,6300000,188850,50025,6546778.98,11160601.86
10000,10000,CLT,MCI,214,79388,370.9719626,0.661589708,132.3179417,336,16492978.83,1556058.994,18049037.82,808,7417.44,large_airport,large_airport,6720000,217275,33300,6977992.44,11071045.38
10000,10000,DCA,LAX,955,352544,369.1560209,0.651402134,130.2804268,356,17121394.21,1623294.118,18744688.33,2311,21214.98,large_airport,large_airport,7120000,264525,299850,7705589.98,11039098.35
10000,10000,CLT,SAN,246,112289,456.4593496,0.644068441,128.8136882,263,15463929.85,1185730,16649659.85,2077,19066.86,large_airport,large_airport,5260000,233325,114000,5626391.86,11023267.99
10000,10000,PHL,SFO,1036,323659,312.4121622,0.645575868,129.1151737,500,20168575.28,2259515.539,22428090.82,2521,23142.78,large_airport,large_airport,10000000,1007625,377400,11408167.78,11019923.04
10000,10000,ORD,RDU,593,155658,262.4924115,0.650689381,130.1378763,668,22819016.91,3042623.547,25861640.46,646,5930.28,large_airport,large_airport,13360000,1356075,185325,14907330.28,10954310.18
10000,10000,CLT,MKE,201,65031,323.5373134,0.655766459,131.1532918,426,18076451.05,1955495.581,20031946.63,651,5976.18,large_airport,large_airport,8520000,518925,64725,9109626.18,10922320.45
10000,10000,DTW,GSP,194,94799,488.6546392,0.642781108,128.5562217,238,14951063.4,1070873.326,16021936.72,508,4663.44,large_airport,large_airport,4760000,262875,158625,5186163.44,10835773.28
10000,10000,CLE,MSP,274,111921,408.4708029,0.661176683,132.2353366,306,16528367.87,1416240.455,17944608.33,622,5709.96,large_airport,large_airport,6120000,758100,237825,7121634.96,10822973.37
10000,10000,AUS,SFO,1138,330267,290.2170475,0.648101647,129.6203294,567,21329422.61,2572315.438,23901738.05,1504,13806.72,large_airport,large_airport,11340000,1585200,197550,13136556.72,10765181.33
10000,10000,CLT,LAS,651,209196,321.3456221,0.655708314,131.1416627,437,18415966.25,2005811.731,20421777.98,1916,17588.88,large_airport,large_airport,8740000,772350,146175,9676113.88,10745664.1
10000,10000,ATL,SRQ,200,52691,263.455,0.652338435,130.4676871,588,20210950.33,2685025,22895975.33,444,4075.92,large_airport,large_airport,11760000,330150,56925,12151150.92,10744824.41
10000,10000,MIA,PHX,392,168768,430.5306122,0.653783925,130.7567851,266,14974416.46,1217345.669,16191762.13,1972,18102.96,large_airport,large_airport,5320000,175650,79425,5593177.96,10598584.17
10000,10000,HNL,SFO,1128,318026,281.9379433,0.649780521,129.9561042,546,20005197.98,2483461.152,22488659.13,2398,22013.64,large_airport,large_airport,10920000,713250,247275,11902538.64,10586120.49
10000,5000,DFW,ELP,273,54669,200.2527473,0.650988084,130.1976167,744,19397888.24,3390345.94,22788234.18,551,5058.18,large_airport,medium_airport,11160000,985500,66150,12216708.18,10571526
10000,10000,AUS,IAD,466,177050,379.9356223,0.644988625,128.997725,329,16124563.37,1485408.803,17609972.17,1297,11906.46,large_airport,large_airport,6580000,326925,135300,7054131.46,10555840.71
10000,10000,IAH,MIA,663,156133,235.494721,0.647327249,129.4654498,767,23384625.79,3475500,26860125.79,964,8849.52,large_airport,large_airport,15340000,939825,99525,16388199.52,10471926.27
10000,10000,ATL,OKC,250,73212,292.848,0.650706861,130.1413721,481,18331699.1,2190930,20522629.1,761,6985.98,large_airport,large_airport,9620000,392325,89475,10108785.98,10413843.12
10000,10000,BNA,EWR,675,191241,283.32,0.638473891,127.6947781,600,21707090.73,2681590.341,24388681.07,748,6866.64,large_airport,large_airport,12000000,1782375,188325,13977566.64,10411114.43
10000,10000,CLT,ROC,127,50413,396.9527559,0.646345017,129.2690033,300,15394106.14,1357324.535,16751430.67,573,5260.14,large_airport,large_airport,6000000,289950,60300,6355510.14,10395920.53
10000,10000,CLT,IAH,532,117980,221.7669173,0.648474266,129.6948533,867,24936678.1,3935590.323,28872268.42,912,8372.16,large_airport,large_airport,17340000,997950,132450,18478772.16,10393496.26
10000,10000,DTW,STL,297,80598,271.3737374,0.664373746,132.8747493,610,21995817.56,2836875.897,24832693.46,440,4039.2,large_airport,large_airport,12200000,2012625,235050,14451714.2,10380979.26
10000,10000,BOS,SLC,652,276931,424.7407975,0.643735102,128.7470204,288,15749024.29,1297769.965,17046794.25,2105,19323.9,large_airport,large_airport,5760000,661125,239250,6679698.9,10367095.35
10000,10000,LGA,RDU,891,186790,209.640853,0.650954266,130.1908531,1137,31032506.54,5180945,36213451.54,431,3956.58,large_airport,large_airport,22740000,2572050,582750,25898756.58,10314694.96
